3.25E+02,2.95E+01,,,6.96E-01,,5.23E+00,,6.91E-01,,,,,0.017047197,,,
3.33E+02,3.26E+01,,,6.96E-01,,5.11E+00,,6.91E-01,,,,,0.017348133,,,
3.09E+02,4.52E+00,,,6.97E-01,,5.51E+00,,6.92E-01,,,,,0.017491594,,,
3.29E+02,2.83E+01,,,6.96E-01,,5.16E+00,,6.91E-01,,,,,0.016326914,,,
3.45E+02,6.13E+01,,,6.95E-01,,4.93E+00,,6.90E-01,,,,,0.016553664,,,
3.29E+02,2.73E+01,,,6.96E-01,,5.17E+00,,6.91E-01,,,,,0.016149083,,,
3.25E+02,1.66E+01,,,6.96E-01,,5.23E+00,,6.91E-01,,,,,0.016924267,,,
3.29E+02,3.35E+01,,,6.96E-01,,5.17E+00,,6.91E-01,,,,,0.016302333,,,
3.43E+02,2.51E+01,,,6.95E-01,,4.95E+00,,6.90E-01,,,,,0.016168111,,,
3.37E+02,2.45E+01,,,6.95E-01,,5.04E+00,,6.91E-01,,,,,0.015683578,,,
3.41E+02,2.10E+01,,,6.95E-01,,4.99E+00,,6.90E-01,,,,,0.015957619,,,
3.49E+02,4.42E+01,,,6.95E-01,,4.88E+00,,6.90E-01,,,,,0.015498438,,,
3.40E+02,3.15E+01,,,6.95E-01,,5.00E+00,,6.90E-01,,,,,0.016975733,,,
3.37E+02,2.72E+01,,,6.96E-01,,5.05E+00,,6.90E-01,,,,,0.016848047,,,
,,,,,,,,,,,,,,,,
510091251,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0.017047197,0.017348133,0.017491594,0.016326914,0.016553664,0.016149083,0.016924267,0.016302333,0.016168111,0.015683578,0.015957619,0.015498438,0.016975733,0.016848047,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0.691147985,,,,,,,,,,,,,,,,
0.690609181,,,0.691147985,0.690609181,0.69192011,0.691124179,0.690000078,0.691215825,0.691206771,0.691144187,0.690231162,0.690787786,0.690483598,0.690049376,0.690234139,0.690467532
0.69192011,,,,,,,,,,,,,,,,
0.691124179,,,,,,,,,,,,,,,,
0.690000078,,,,,,,,,,,,,,,,
0.691215825,,,,,,,,,,,,,,,,
0.691206771,,,,,,,,,,,,,,,,
0.691144187,,,,,,,,,,,,,,,,
0.690231162,,,,,,,,,,,,,,,,
0.690787786,,,,,,,,,,,,,,,,
0.690483598,,,,,,,,,,,,,,,,
0.690049376,,,,,,,,,,,,,,,,
0.690234139,,,,,,,,,,,,,,,,
0.690467532,,,,,,,,,,,,,,,,
