4.564279059810308681e+00,4.735164765864425362e+00
3.964328476806034729e+00,2.295312660216960232e+00
2.294883883178264750e+00,5.301414625556977178e-01
3.963824424867335328e+00,3.013187640856918481e+00
5.073223627486020071e+00,6.085279326209717787e+00
4.068217117934326055e+00,2.512644973591603659e+00
3.731085843546300573e+00,1.446679998576758885e+00
4.107447206938511286e+00,2.828883659844559695e+00
6.255800681994736934e+00,3.012373033561363211e+00
5.028189989778746316e+00,2.612556551410855299e+00
5.116860387701557933e+00,1.951081451153447777e+00
5.653018141287415865e+00,3.719871976896185650e+00
4.750668303573541529e+00,3.334680243264973587e+00
4.884747973168702018e+00,2.496341763882487630e+00
3.229554756486814338e+00,1.275363433354853360e+00
